path 0.
0.000001,-1447.525146,930.099976
-188.937317,-1435.079956,930.099976
-372.277252,-1398.785278,930.099976
-553.951111,-1337.333496,930.099976
-723.711853,-1253.499023,930.099976
-881.157593,-1148.309937,930.099976
-1023.559387,-1023.550232,930.099976
-1148.340820,-881.148010,930.099976
-1253.543945,-723.705750,930.099976
-1337.396606,-553.943420,930.099976
-1398.234375,-374.646667,930.099976
-1435.129639,-188.931458,930.099976
-1447.525146,-0.000000,930.099976
-1435.288208,187.720917,930.099976
-1398.234497,374.647369,930.099976
-1337.397217,553.942505,930.099976
-1253.547241,723.700134,930.099976
-1148.350830,881.135071,930.099976
-1023.550171,1023.559448,930.099976
-881.170410,1148.300049,930.099976
-723.721252,1253.493286,930.099976
-553.953430,1337.332275,930.099976
-374.660736,1398.150757,930.099976
-188.945129,1435.080322,930.099976
0.000000,1447.525269,930.099976
188.909134,1435.082275,930.099976
372.276886,1398.783569,930.099976
553.925354,1337.344360,930.099976
723.689453,1253.516968,930.099976
881.138123,1148.332031,930.099976
1023.559387,1023.550232,930.099976
1148.313110,881.160950,930.099976
1253.503296,723.710938,930.099976
1337.337769,553.940674,930.099976
1398.153198,374.646790,930.099976
1435.081177,188.931198,930.099976
1447.525269,0.000001,930.099976
1435.080688,-188.923050,930.099976
1398.783813,-372.276764,930.099976
1337.338623,-553.938416,930.099976
1253.510010,-723.701599,930.099976
1148.323364,-881.149231,930.099976
1023.550171,-1023.559448,930.099976
881.149902,-1148.321899,930.099976
723.698914,-1253.510376,930.099976
553.927673,-1337.343140,930.099976
374.633087,-1398.156616,930.099976
188.916916,-1435.082520,930.099976
0.000001,-1447.525146,930.099976
path 2.
-116.865395,-1392.093872,930.099976
-211.523254,-1329.716797,930.099976
-287.573669,-1237.728394,930.099976
-410.985901,-1138.710205,930.099976
-567.035522,-1131.716064,930.099976
-685.305847,-1153.455322,930.099976
-801.391602,-1144.524292,930.099976
-848.668091,-1042.813599,930.099976
-868.591125,-924.788757,930.099976
-927.393616,-778.175781,930.099976
-1060.104248,-695.366760,930.099976
-1173.094360,-655.169739,930.099976
-1266.298828,-590.467590,930.099976
-1255.359131,-475.810181,930.099976
-1213.481689,-363.341309,930.099976
-1192.749756,-207.149368,930.099976
-1268.518188,-68.686516,930.099976
-1345.375732,21.516083,930.099976
-1391.281128,126.385254,930.099976
-1321.946777,218.264450,930.099976
-1229.961182,294.322205,930.099976
-1135.515747,419.918976,930.099976
-1133.281616,577.066589,930.099976
-1154.804932,694.290283,930.099976
-1139.662598,807.411438,930.099976
-1032.496094,850.589844,930.099976
-914.625427,870.608032,930.099976
-771.123779,933.637878,930.099976
-691.719971,1069.714478,930.099976
-651.808533,1181.560059,930.099976
-580.260986,1269.987671,930.099976
-465.717346,1251.729858,930.099976
-353.431702,1210.133423,930.099976
-161.802353,1207.458740,930.099976
-54.798618,1280.188477,930.099976
36.108093,1356.180908,930.099976
153.314331,1381.492310,930.099976
230.474045,1307.252686,930.099976
307.680756,1215.608398,930.099976
506.237946,1125.443115,930.099976
626.373718,1142.395386,930.099976
743.346680,1158.988281,930.099976
834.089478,1097.484741,930.099976
858.879700,982.003906,930.099976
883.100586,865.041199,930.099976
1012.484680,716.181030,930.099976
1124.990112,672.270264,930.099976
1243.575317,618.341980,930.099976
1268.004028,520.973694,930.099976
1229.674805,407.541077,930.099976
1190.340698,265.255463,930.099976
1255.106812,85.524200,930.099976
1337.661255,-12.371609,930.099976
1391.495972,-124.942711,930.099976
1328.927856,-211.957520,930.099976
1237.502930,-287.968994,930.099976
1130.567749,-438.304016,930.099976
1136.782593,-597.029175,930.099976
1157.271606,-713.408142,930.099976
1124.148315,-820.697449,930.099976
1015.235046,-853.585510,930.099976
894.338928,-875.119690,930.099976
734.775818,-978.352905,930.099976
681.904968,-1097.218872,930.099976
635.684753,-1215.385864,930.099976
540.436829,-1270.695923,930.099976
439.612061,-1241.927979,930.099976
324.826416,-1201.877075,930.099976
136.559418,-1220.854980,930.099976
38.809177,-1293.824219,930.099976
-60.128838,-1372.180420,930.099976
-116.865395,-1392.093872,930.099976
path 4.
0.000001,-1167.407593,930.099976
-114.425873,-1161.752808,930.099976
-227.748688,-1144.922241,930.099976
