-1384.628784,87.536362,750.099976
-1373.497803,162.644974,750.099976
-1282.073364,248.999649,750.099976
-1171.403687,351.684570,750.099976
-1123.319824,495.420746,750.099976
-1140.520752,625.170654,750.099976
-1154.702759,771.310120,750.099976
-1105.129883,828.981750,750.099976
-982.390381,857.237793,750.099976
-835.594177,891.557068,750.099976
-723.520264,993.696045,750.099976
-674.039490,1114.935669,750.099976
-611.055908,1248.826416,750.099976
-539.192444,1270.105835,750.099976
-418.860016,1232.291504,750.099976
-274.567596,1189.405640,750.099976
-126.858261,1224.010986,750.099976
-24.685631,1303.930664,750.099976
98.024490,1387.808960,750.099976
